label,key,cer,wer,mean_similarity,min_similarity,std_similarity,ref_to_hyp_mean,hyp_to_ref_mean,layoutlmv3_cosine_similarity
2.insert,32_2024_QH15_m_577203,0.12561657,0.56108815,0.835608,0.566086,0.028085,0.891834,0.877534,0.999901
2.insert,32_2026_NQ-HDND_709422,0.24903864,0.66552316,0.841636,0.734663,0.045898,0.901464,0.892665,0.982734
2.insert,33_2024_QH15_545181,0.13798733,0.57222498,0.83867,0.626864,0.028122,0.875132,0.872366,0.99946
2.insert,33_2026_NQ-HDND_709423,0.21645724,0.62784966,0.808017,0.65698,0.061235,0.874631,0.885091,0.996129
2.insert,34_2024_QH15_580434,0.11903503,0.51283547,0.851649,0.683174,0.030254,0.906839,0.890889,0.999839
2.insert,34_NQ-HDND_709431,0.33901985,0.72413793,0.819401,0.734337,0.054774,0.894996,0.886055,0.992693
2.insert,3579_QD-UBND_708038,0.55848038,0.87957038,0.821696,0.337007,0.105277,0.89444,0.856172,0.998896
2.insert,35_2024_QH15_588811,0.1293339,0.56248656,0.841757,0.729964,0.024729,0.88426,0.878402,0.999874
2.insert,35_NQ-HDND_707110,0.58158395,0.81708888,0.874099,0.645532,0.042526,0.926613,0.92792,0.999908
2.insert,36_2024_QH15_444251,0.1209497,0.5259649,0.822539,0.547411,0.041592,0.889657,0.878455,0.999984
2.insert,36_NQ-HDND_707610,0.14765133,0.55732199,0.832231,0.626381,0.049294,0.892881,0.892317,0.999144
2.insert,37_2024_QH15_588810,0.13670576,0.55872532,0.827579,0.516405,0.041987,0.871599,0.873415,0.99929
2.insert,38_2024_QH15_555033,0.12712175,0.56959118,0.859719,0.693946,0.020645,0.896404,0.889026,0.999928
2.insert,38_2026_QD-UBND_708135,0.17760115,0.60860715,0.803922,0.58617,0.062735,0.868776,0.868064,0.992802
2.insert,39_2024_QH15_575158,0.12540639,0.55071915,0.84316,0.697749,0.023867,0.888121,0.880997,0.999778
2.insert,40_2024_QH15_564046,0.17865445,0.64716312,0.823286,0.742671,0.026618,0.872079,0.854675,0.994871
2.insert,40_NQ-HDND_707111,0.65808088,0.92088547,0.85653,0.629934,0.038926,0.902404,0.901948,0.999602
2.insert,41_2019_QH14_387991,0.11727542,0.5109453,0.850427,0.690521,0.028279,0.903688,0.894114,0.999812
2.insert,41_2024_QH15_557190,0.13682164,0.59084974,0.812882,0.598043,0.032535,0.871406,0.862637,0.9999
2.insert,42_NQ-HDND_707609,0.20400919,0.59837631,0.827498,0.677567,0.046049,0.881641,0.883261,0.989587
2.insert,43_2019_QH14_367665,0.13379955,0.58269525,0.839566,0.340694,0.049876,0.875083,0.877182,0.999918
2.insert,43_2024_QH15_612195,0.29875862,0.74317618,0.738703,0.516094,0.104024,0.813111,0.846443,0.979253
2.insert,44_2024_QH15_583839,0.13709995,0.58091641,0.823368,0.644189,0.035296,0.863454,0.866864,0.998945
2.insert,44_NQ-HDND_707608,0.3506016,0.75114504,0.79449,0.675086,0.078434,0.877149,0.871043,0.994139
2.insert,45_2019_QH14_333670,0.13254222,0.58616298,0.835862,0.483244,0.032835,0.873936,0.878489,0.999789
2.insert,45_2024_QH15_583769,0.12743102,0.54007888,0.847986,0.62399,0.026133,0.892589,0.886335,0.999881
2.insert,45_NQ-HDND_707607,0.41747985,0.84615385,0.801684,0.716419,0.073306,0.908273,0.892861,0.986232
2.insert,46_2019_QH14_398157,0.12997103,0.54601282,0.849767,0.64975,0.031676,0.885899,0.885533,0.998897
2.insert,46_2024_QH15_524982,0.12542357,0.55402397,0.832131,0.678307,0.025157,0.878676,0.870592,0.999792
2.insert,46_2026_QD-UBND_708335,0.37994915,0.79595278,0.869556,0.799928,0.037619,0.921472,0.906906,0.995806
2.insert,46_NQ-HDND_707606,0.38543089,0.74063499,0.860341,0.682801,0.032937,0.898958,0.892516,0.999228
2.insert,47_2019_QH14_411945,0.1441955,0.56300219,0.816677,0.528416,0.057753,0.87262,0.867936,0.999016
2.insert,47_2024_QH15_583645,0.12777624,0.54818502,0.846596,0.640727,0.034763,0.892322,0.886957,0.999696
2.insert,47_NQ-HDND_707603,0.19088767,0.59680077,0.820726,0.612821,0.044245,0.884404,0.881884,0.999392
2.insert,48_2019_QH14_366794,0.13684779,0.57039515,0.843556,0.696306,0.02583,0.882287,0.878791,0.999413
2.insert,48_2024_QH15_556390,0.13459571,0.55277262,0.838322,0.637483,0.036394,0.877802,0.879308,0.997863
2.insert,49_2019_QH14_402073,0.14629484,0.62129308,0.820354,0.672282,0.028228,0.861363,0.859589,0.999272
2.insert,49_2024_QH15_548487,0.1193354,0.51066134,0.846636,0.487167,0.048264,0.88898,0.89093,0.999637
2.insert,50_2019_QH14_411944,0.34919473,0.78747941,0.748991,0.504265,0.121324,0.802878,0.851752,0.997828
2.insert,50_2024_QH15_445264,0.12562864,0.53279367,0.852178,0.506302,0.046647,0.894016,0.883814,0.998588
2.insert,51_2019_QH14_422706,0.16844609,0.6156611,0.812828,0.646833,0.038039,0.866525,0.857219,0.9953
2.insert,51_2024_QH15_m_505750,0.14134395,0.57292668,0.814955,0.597275,0.037861,0.866865,0.864844,0.999574
2.insert,52_2019_QH14_405729,0.14957158,0.59696459,0.819786,0.686912,0.035053,0.865985,0.859446,0.996967
2.insert,52_2024_QH15_630032,0.1674716,0.58596598,0.811335,0.645695,0.047654,0.869443,0.868482,0.995608
2.insert,53_2019_QH14_351558,0.15153697,0.62728354,0.843617,0.468722,0.052918,0.88431,0.870929,0.99872
2.insert,53_2024_QH15_m_607439,0.12708435,0.53099415,0.8349,0.70679,0.02588,0.878038,0.871583,0.999679
2.insert,54_2019_QH14_399763,0.115077,0.50936942,0.847685,0.612315,0.025422,0.891962,0.881761,0.999792
2.insert,54_2024_QH15_578531,0.11903259,0.52744342,0.849229,0.625848,0.025555,0.889982,0.88679,0.999855
2.insert,54_KH-UBND_708180,0.22737625,0.63713426,0.832513,0.693177,0.034332,0.885575,0.879096,0.999011
2.insert,55_2019_QH14_410870,0.16084393,0.61988304,0.816665,0.691722,0.037463,0.856461,0.859231,0.997714
2.insert,55_2024_QH15_621347,0.13244272,0.57683949,0.832272,0.636617,0.030587,0.87871,0.875812,0.999276
2.insert,56_2020_QH14_422707,0.13832345,0.56315152,0.844219,0.646405,0.038184,0.891657,0.878818,0.998236
2.insert,56_2024_QH15_m_622318,0.13242678,0.55334826,0.831538,0.608987,0.042354,0.884661,0.881091,0.999826
2.insert,57_2020_QH14_416260,0.13145792,0.53157076,0.842018,0.645558,0.034095,0.88238,0.875227,0.998143
2.insert,57_2024_QH15_623631,0.13553037,0.56651727,0.834847,0.614794,0.03401,0.879795,0.878281,0.999601
2.insert,58_2020_QH14_395767,0.13369611,0.55963303,0.838272,0.667834,0.027953,0.876453,0.874723,0.99963
2.insert,58_2024_QH15_m_621645,0.13085701,0.56605007,0.846358,0.539362,0.031691,0.884859,0.881991,0.999724
2.insert,58_2026_NQ-HDND_709771,0.30088714,0.75582686,0.834943,0.759721,0.043845,0.904316,0.879751,0.991225
2.insert,59_2020_QH14_427301,0.12221765,0.54140817,0.829807,0.605999,0.027942,0.880908,0.873961,0.999878
2.insert,59_2024_QH15_606865,0.12584242,0.55823886,0.820329,0.286158,0.045833,0.881058,0.868282,0.999868
2.insert,60_2020_QH14_373522,0.13849484,0.54366696,0.836667,0.678217,0.041197,0.87925,0.877636,0.995733
2.insert,60_2024_QH15_m_621343,0.15381626,0.6274266,0.829745,0.461384,0.045778,0.872021,0.863679,0.997842
2.insert,60_2026_NQ-HDND_709424,0.22807851,0.64735699,0.836241,0.687878,0.055534,0.898771,0.889609,0.995331
2.insert,61_2020_QH14_321051,0.13859154,0.54081572,0.795466,0.525204,0.070234,0.880519,0.879517,0.999914
2.insert,61_2024_QH15_613892,0.13268071,0.58337468,0.836071,0.632727,0.029215,0.880648,0.87582,0.999777
2.insert,62_2020_QH14_418229,0.13135788,0.55103899,0.848992,0.6615,0.027547,0.891201,0.883882,0.999504
2.insert,62_2025_QH15_643744,0.18103713,0.67376868,0.795859,0.552806,0.055594,0.840853,0.843004,0.997613
2.insert,63_2020_QH14_402074,0.14434136,0.60286626,0.828178,0.666417,0.029607,0.872674,0.865593,0.999474
2.insert,63_2025_QH15_639242,0.14770164,0.63018661,0.833369,0.675597,0.028956,0.873212,0.866112,0.999472
2.insert,63_2026_QD-UBND_709654,0.13734834,0.5221328,0.857955,0.636794,0.039492,0.897991,0.892335,0.997085
2.insert,64_2020_QH14_374160,0.13208161,0.56009854,0.837003,0.662953,0.024941,0.876472,0.871937,0.999776
2.insert,64_2025_QH15_639239,0.13502268,0.58268508,0.839482,0.713411,0.025402,0.881025,0.880979,0.999932
2.insert,65_2020_QH14_422708,0.19795819,0.67619886,0.812305,0.639874,0.049106,0.86362,0.854807,0.988524
2.insert,65_2025_QH15_639241,0.13483938,0.58427203,0.829231,0.595662,0.035809,0.880945,0.875021,0.999844
2.insert,66_2020_QH14_439845,0.14046065,0.58401546,0.847163,0.749398,0.025306,0.883,0.883798,0.999528
2.insert,66_2025_QH15_621225,0.19838433,0.61201335,0.784251,0.399334,0.087662,0.869614,0.869995,0.999324
2.insert,67_2020_QH14_m_373520,0.13518739,0.58609822,0.809035,0.59746,0.038233,0.863158,0.863168,0.999494
2.insert,67_2025_QH15_580594,0.13808001,0.5732521,0.837025,0.730847,0.026835,0.878422,0.876906,0.997585
2.insert,68_2020_QH14_435315,0.13404885,0.52684387,0.83178,0.677597,0.033664,0.879351,0.879546,0.999616
2.insert,68_2025_QH15_578018,0.13727211,0.5950026,0.834228,0.640472,0.028568,0.869035,0.869161,0.999801
2.insert,69_2020_QH14_439844,0.13878445,0.58149025,0.838766,0.66812,0.027987,0.886212,0.875755,0.999757
2.insert,69_2025_QH15_603983,0.13627276,0.57747343,0.842552,0.623211,0.031364,0.883358,0.8832,0.999744
2.insert,70_2020_QH14_376557,0.1562661,0.63584324,0.839769,0.727913,0.024916,0.882027,0.873742,0.999317
2.insert,70_2025_QH15_580121,0.14010957,0.58820371,0.845075,0.717183,0.028646,0.881543,0.878533,0.999124
2.insert,70_2026_NQ-HDND_709515,0.18425292,0.60958254,0.842031,0.654231,0.055871,0.902187,0.89357,0.995061
2.insert,71_2020_QH14_366792,0.16016319,0.58127634,0.815078,0.655763,0.040537,0.860441,0.862288,0.996299
2.insert,71_2025_QH15_621341,0.1367404,0.58801775,0.840916,0.560976,0.039149,0.882924,0.880493,0.999817
2.insert,72_2020_QH14_431147,0.12681655,0.56268038,0.84573,0.650107,0.023098,0.888185,0.884843,0.999873
2.insert,72_2025_QH15_649675,0.1325046,0.57861501,0.83462,0.585491,0.033688,0.883381,0.878473,0.999573
2.insert,73_2021_QH14_445185,0.12563095,0.5285805,0.83824,0.693661,0.026533,0.874955,0.875577,0.999379
2.insert,73_2025_QH15_621345,0.13419992,0.5458172,0.851278,0.728241,0.022424,0.881696,0.881572,0.999484
2.insert,74_2025_QH15_m_530912,0.14073879,0.59942178,0.833826,0.715604,0.026608,0.873221,0.86944,0.999123
2.insert,75_2025_QH15_555035,0.14313395,0.5788599,0.831595,0.611711,0.04597,0.873687,0.876972,0.997746
2.insert,76_2025_QH15_659899,0.16327645,0.58482418,0.838232,0.682304,0.045301,0.881416,0.882969,0.997439
2.insert,77_2025_QH15_643029,0.16907104,0.6327152,0.817069,0.530235,0.067763,0.85904,0.873919,0.994754
2.insert,78_2025_QH15_m_623226,0.13503159,0.57726577,0.840163,0.642629,0.033714,0.88132,0.876439,0.999369
2.insert,79_2025_QH15_660522,0.16354176,0.62260383,0.808084,0.465808,0.068183,0.845642,0.855712,0.995458
2.insert,80_2025_QH15_649688,0.14155701,0.58506812,0.836802,0.764839,0.020963,0.871853,0.8694,0.999126
2.insert,81_2025_QH15_660533,0.12618674,0.50991525,0.856564,0.701979,0.028384,0.901627,0.892233,0.999699
2.insert,82_2025_QH15_660530,0.15079834,0.57905629,0.815494,0.657585,0.042627,0.857313,0.863347,0.996712
2.insert,83_2025_QH15_663780,0.17756898,0.67034103,0.790846,0.463177,0.071107,0.842998,0.839065,0.999583
2.insert,84_2025_QH15_655378,0.11654693,0.51098065,0.845731,0.590801,0.041336,0.894283,0.884173,0.999354
2.insert,85_2025_QH15_651570,0.13124603,0.53049673,0.834485,0.632062,0.045613,0.891989,0.888725,0.999038
2.insert,86_2025_QH15_662377,0.1260635,0.5472125,0.784716,0.525785,0.052508,0.858676,0.860205,0.999684
2.insert,87_2025_QH15_662673,0.15285532,0.59572035,0.838669,0.659348,0.036657,0.8844,0.879215,0.99962
2.insert,88_2025_QH15_m_659898,0.14354736,0.58368644,0.814844,0.582249,0.047734,0.867689,0.86436,0.997213
2.insert,89_2025_QH15_650061,0.11798118,0.50831492,0.859539,0.285669,0.05196,0.901017,0.89462,0.999656
2.insert,8_2026_QH16_704810,0.1734539,0.62826603,0.820817,0.689508,0.034281,0.868811,0.862396,0.998217
2.insert,90_2025_QH15_m_662379,0.13252067,0.56571608,0.832404,0.484095,0.041303,0.879556,0.879757,0.999841
2.insert,91_2025_QH15_m_625628,0.1375102,0.55537176,0.845867,0.648688,0.029799,0.883672,0.875554,0.999532
2.insert,92_2025_QH15_659897,0.1488328,0.58571686,0.852376,0.774697,0.023655,0.886604,0.882544,0.999614
2.insert,93_2025_QH15_m_581164,0.12842811,0.56771334,0.845572,0.616646,0.030495,0.889642,0.884812,0.999626
2.insert,94_2025_QH15_643689,0.13109794,0.56239851,0.852408,0.655576,0.027268,0.8899,0.887694,0.999879
2.insert,95_2025_QH15_622480,0.14154031,0.60122882,0.836147,0.698327,0.029864,0.884817,0.875145,0.999722
2.insert,96_2025_QH15_648594,0.18906042,0.62646566,0.832605,0.728755,0.034332,0.874198,0.863461,0.998349
2.insert,97_2025_QH15_663709,0.17781416,0.60590457,0.803852,0.655607,0.0445,0.855713,0.85981,0.999159
2.insert,98_2025_QH15_662116,0.13607115,0.55699502,0.843962,0.657869,0.032992,0.889138,0.887963,0.9995
2.insert,99_2025_QH15_662829,0.13392409,0.55897716,0.816089,0.528616,0.049972,0.87768,0.871601,0.999127
3.delete,01_2021_QH15_486447,0.13485114,0.52424677,0.839047,0.682286,0.032918,0.88831,0.891198,0.999265
3.delete,01_2026_NQ-HDND_707600,0.13394197,0.58466086,0.836456,0.700161,0.028489,0.874723,0.87576,0.999915
3.delete,01_2026_NQ-HDND_707836,0.19929947,0.58823529,0.794103,0.604859,0.097789,0.833483,0.885854,0.998512
3.delete,01_2026_QH16_704788,0.11835486,0.50598802,0.833147,0.381955,0.062842,0.890237,0.870022,0.999547
3.delete,02_2021_QH15_489113,0.15667689,0.54228856,0.726917,0.377451,0.172468,0.756231,0.858479,0.998174
3.delete,02_2026_NQ-HDND_707102,0.12658484,0.52819262,0.842301,0.672692,0.050183,0.899319,0.897285,0.99948
3.delete,02_2026_NQ-HDND_707534,0.13129601,0.57540453,0.842354,0.695848,0.028224,0.88379,0.87852,0.999513
3.delete,02_2026_NQ-HDND_707835,0.27700653,0.6774723,0.831429,0.704761,0.044162,0.880842,0.881787,0.999137
3.delete,02_2026_NQ-HDND_708053,0.15301605,0.53052234,0.836013,0.704501,0.049624,0.901514,0.893449,0.998628
3.delete,02_2026_QH16_696077,0.12188401,0.53858412,0.840836,0.279155,0.056196,0.886407,0.878078,0.99995
3.delete,02_2026_UBTVQH16_708292,0.33709788,0.6969697,0.818615,0.733998,0.057095,0.863692,0.883564,0.99765
3.delete,03_2022_QH15_m_486653,0.13026243,0.53100708,0.822585,0.550631,0.061307,0.878352,0.878747,0.999132
3.delete,03_2026_NQ-HDND_707107,0.14492754,0.52108244,0.822055,0.720226,0.039716,0.87628,0.876832,0.999762
3.delete,03_2026_NQ-HDND_707251,0.14045104,0.52854671,0.831124,0.686352,0.057137,0.890976,0.893527,0.998942
3.delete,03_2026_NQ-HDND_707834,0.15479406,0.52413793,0.822993,0.668879,0.072723,0.890224,0.88884,0.997541
3.delete,03_2026_NQ-HDND_709377,0.15049207,0.552615,0.84353,0.750388,0.036544,0.886886,0.885275,0.999033
3.delete,03_2026_QH16_694806,0.13056286,0.53802149,0.837708,0.692604,0.02805,0.874115,0.868502,0.999207
3.delete,04_2022_QH15_477977,0.13814449,0.59573015,0.822962,0.587182,0.047239,0.857127,0.859635,0.99994
3.delete,04_2026_NQ-HDND_707101,0.10159261,0.33616887,0.811651,0.640654,0.097946,0.942145,0.940848,0.999566
3.delete,04_2026_NQ-HDND_707533,0.16093865,0.5348632,0.836145,0.749085,0.049453,0.906232,0.909721,0.998327
3.delete,04_2026_NQ-HDND_707833,0.13417092,0.53685197,0.840765,0.588128,0.067559,0.883169,0.894575,0.999869
3.delete,04_2026_NQ-HDND_707870,0.22625012,0.57079252,0.807767,0.584441,0.066162,0.89037,0.898815,0.999768
3.delete,04_2026_QH16_681012,0.13793436,0.57749562,0.822014,0.668447,0.034322,0.853247,0.861669,0.998984
3.delete,05_2022_QH15_486445,0.12538352,0.54569503,0.835682,0.678155,0.029047,0.885869,0.873363,0.999975
3.delete,05_2026_NQ-HDND_707049,0.13544048,0.48794063,0.826355,0.647006,0.063391,0.887617,0.899708,0.999438
3.delete,05_2026_NQ-HDND_707532,0.1425327,0.57572657,0.840694,0.668914,0.032838,0.884415,0.881866,0.999831
3.delete,05_2026_NQ-HDND_707602,0.13385275,0.5190184,0.854162,0.763003,0.032968,0.895255,0.896176,0.998199
3.delete,05_2026_NQ-HDND_707832,0.15211682,0.56669912,0.815406,0.599828,0.061677,0.873146,0.873471,0.999316
3.delete,05_2026_QH16_704792,0.13096922,0.53754081,0.829431,0.637671,0.039449,0.865946,0.866667,0.999549
3.delete,06_2022_QH15_418232,0.12107649,0.53732009,0.822557,0.64658,0.034072,0.875166,0.881772,0.999779
3.delete,06_2026_NQ-HDND_707048,0.16494118,0.52090032,0.844185,0.763043,0.047707,0.909492,0.908806,0.995741
3.delete,06_2026_NQ-HDND_707604,0.19273643,0.53277311,0.849381,0.734938,0.066273,0.918253,0.918253,0.995661
3.delete,06_2026_QH16_704653,0.13006854,0.5519103,0.825073,0.62828,0.047769,0.872206,0.879287,0.999943
3.delete,07_2022_QH15_458435,0.13347668,0.58753344,0.828511,0.625623,0.027911,0.872571,0.868028,0.999956
3.delete,07_2026_NQ-HDND_707047,0.14138791,0.53381643,0.831646,0.66332,0.067162,0.892103,0.890516,0.998943
3.delete,07_2026_NQ-HDND_707601,0.2161407,0.52868526,0.75655,0.36698,0.142216,0.816644,0.868029,0.99966
3.delete,07_2026_QH16_704791,0.12842617,0.55574889,0.841207,0.623285,0.028703,0.880075,0.873032,0.99962
3.delete,08_2022_QH15_m_465916,0.1284986,0.58861554,0.834906,0.640543,0.026457,0.877081,0.872217,0.999884
3.delete,08_2026_NQ-HDND_707605,0.19372325,0.55525965,0.821063,0.724508,0.059618,0.89146,0.892892,0.998685
3.delete,08_2026_NQ-HDND_710089,0.19088642,0.57756813,0.812784,0.708954,0.052341,0.877043,0.879306,0.99869
3.delete,09_2022_QH15_m_513345,0.14681373,0.61694176,0.822654,0.635923,0.041024,0.856564,0.864172,0.999952
3.delete,09_2026_NQ-HDND_707045,0.20210119,0.61596958,0.823343,0.73421,0.044931,0.876868,0.875945,0.966825
3.delete,09_2026_NQ-HDND_707103,0.18665329,0.55749129,0.779857,0.569901,0.099692,0.866532,0.842136,0.9992
3.delete,09_2026_QH16_703956,0.19750347,0.57940447,0.759283,0.508462,0.107986,0.819346,0.87311,0.999171
3.delete,100_2025_QH15_688908,0.13655503,0.56930083,0.838249,0.738687,0.024012,0.868207,0.874216,0.999872
3.delete,101_2025_QH15_686537,0.12469213,0.54069356,0.844131,0.747128,0.023453,0.880054,0.881525,0.999878
3.delete,102_2025_QH15_624015,0.13414549,0.55745983,0.844079,0.737722,0.026403,0.880915,0.880393,0.999948
3.delete,103_2025_QH15_686538,0.1317907,0.55217884,0.829197,0.556796,0.041183,0.872836,0.866898,0.9995
3.delete,104_2025_QH15_633465,0.13808193,0.59615116,0.827921,0.740604,0.020611,0.857427,0.857424,0.999859
3.delete,105_2025_QH15_667661,0.12193168,0.53442775,0.853701,0.685114,0.026863,0.892074,0.886987,0.999966
3.delete,106_2025_QH15_628717,0.11697955,0.51471875,0.848865,0.597496,0.03085,0.896649,0.891643,0.999997
3.delete,107_2025_QH15_346850,0.13039424,0.53386912,0.832255,0.691133,0.039334,0.886082,0.885015,0.999518
3.delete,108_2025_QH15_675268,0.1279775,0.57581843,0.836978,0.623689,0.029183,0.88425,0.875462,0.999987
3.delete,109_2025_QH15_665870,0.13274905,0.57083398,0.836074,0.663926,0.030081,0.872288,0.872148,0.999241
3.delete,10_2022_QH15_546085,0.12805725,0.55495126,0.838002,0.354459,0.04174,0.891341,0.876137,0.999962
3.delete,10_2026_NQ-HDND_707046,0.16410088,0.54421222,0.841027,0.706378,0.05055,0.889811,0.903573,0.998068
3.delete,10_2026_NQ-HDND_707105,0.19072464,0.532,0.828347,0.716083,0.057944,0.901056,0.896459,0.997847
3.delete,110_2025_QH15_581160,0.12385557,0.54810843,0.840553,0.697485,0.026575,0.877786,0.875977,0.999985
3.delete,111_2025_QH15_667663,0.15010928,0.64764123,0.820899,0.729482,0.025593,0.858297,0.857814,0.999851
3.delete,112_2025_QH15_586814,0.13221718,0.57119355,0.839717,0.644862,0.033059,0.884093,0.881236,0.999991
3.delete,113_2025_QH15_443680,0.12456134,0.5238749,0.816201,0.45491,0.073158,0.879459,0.877411,0.998302
3.delete,114_2025_QH15_658530,0.12647897,0.55818524,0.820845,0.51003,0.045188,0.863534,0.867242,0.999789
3.delete,115_2025_QH15_675264,0.13385111,0.56823728,0.829361,0.690965,0.037505,0.875145,0.873112,0.998061
3.delete,116_2025_QH15_666020,0.12214957,0.53604523,0.832305,0.525159,0.052174,0.889904,0.877366,0.999976
3.delete,117_2025_QH15_685866,0.13530973,0.57361727,0.841564,0.747119,0.023209,0.879723,0.876677,0.999843
3.delete,118_2025_QH15_682798,0.13305089,0.5676412,0.815086,0.573929,0.042728,0.870203,0.872146,0.99999
3.delete,119_2025_QH15_685933,0.13317015,0.54523077,0.853602,0.684771,0.044538,0.892572,0.890953,0.998317
3.delete,11_2022_QH15_544688,0.10995686,0.50011227,0.851977,0.670553,0.023619,0.888658,0.883636,0.999965
3.delete,11_2026_NQ-HDND_707106,0.16645941,0.51227496,0.806526,0.671299,0.083209,0.896036,0.909331,0.999417
3.delete,11_2026_NQ-HDND_707159,0.40678505,0.75538518,0.850611,0.688241,0.033699,0.888231,0.89185,0.99985
3.delete,11_2026_NQ-HDND_709745,0.1634928,0.56973501,0.803619,0.584812,0.071963,0.874155,0.880713,0.97151
3.delete,120_2025_QH15_666019,0.11997148,0.52415417,0.830904,0.505414,0.041619,0.872682,0.87237,0.999975
3.delete,121_2025_QH15_689140,0.12856723,0.56554943,0.840537,0.728267,0.023421,0.881125,0.872283,0.999991
3.delete,122_2025_QH15_662035,0.13511802,0.60014143,0.837285,0.705278,0.02477,0.877057,0.865426,0.999974
3.delete,123_2025_QH15_656970,0.13363627,0.58111205,0.827401,0.617112,0.041289,0.869288,0.870188,0.999621
3.delete,124_2025_QH15_687560,0.12859845,0.58122423,0.848872,0.645231,0.027424,0.887614,0.879753,0.999976
3.delete,125_2025_QH15_663779,0.13311634,0.58543289,0.846151,0.679976,0.026641,0.892342,0.874506,0.999961
3.delete,126_2025_QH15_581548,0.11613206,0.49890385,0.855756,0.758399,0.024306,0.891647,0.891653,0.99996
3.delete,127_2025_QH15_686325,0.11782172,0.5185748,0.847944,0.680833,0.027996,0.902676,0.889975,0.999917
3.delete,128_2025_QH15_679014,0.13401041,0.57719715,0.807832,0.633582,0.029646,0.858284,0.853144,0.999947
3.delete,129_2025_QH15_675261,0.13367565,0.58649789,0.83043,0.478596,0.050885,0.861391,0.870379,0.999767
3.delete,12_2022_QH15_505749,0.1233916,0.53985213,0.847233,0.70187,0.023302,0.885823,0.881714,0.999969
3.delete,12_2026_NQ-HDND_707158,0.19764106,0.57917889,0.836815,0.760081,0.043938,0.891035,0.896559,0.99908
3.delete,12_2026_NQ-HDND_709406,0.15246497,0.55848681,0.819753,0.540202,0.085155,0.871475,0.888837,0.998888
3.delete,12_2026_NQ-HDND_709746,0.26285369,0.62903226,0.834339,0.712652,0.037617,0.885015,0.88205,0.999533
3.delete,12_NQ-HDND_707831,0.13608327,0.53934778,0.833669,0.6323,0.046701,0.887003,0.887187,0.998622
3.delete,12_NQ-HDND_708054,0.12110919,0.53707947,0.842369,0.425588,0.051001,0.895121,0.88751,0.99977
3.delete,130_2025_QH15_687674,0.11337825,0.51497758,0.837423,0.548523,0.037227,0.892156,0.884461,0.999991
3.delete,131_2025_QH15_675267,0.13725198,0.58786768,0.822027,0.284703,0.074142,0.862615,0.869218,0.999826
3.delete,132_2025_QH15_685733,0.12929419,0.51588202,0.831013,0.678607,0.042442,0.870739,0.872603,0.999777
3.delete,133_2025_QH15_675211,0.12390194,0.55213353,0.847418,0.627709,0.031109,0.886116,0.882031,0.999849
3.delete,134_2025_QH15_679013,0.12890881,0.55310548,0.842047,0.604857,0.036009,0.877296,0.872177,0.999985
3.delete,135_2025_QH15_675213,0.12203395,0.53754128,0.84882,0.577918,0.031058,0.892906,0.887099,0.999992
3.delete,135_NQ-CP_706738,0.15164456,0.54682274,0.843041,0.714898,0.039148,0.885605,0.884794,0.999785
3.delete,136_2025_QH15__686937,0.14131825,0.58909774,0.804779,0.623576,0.050618,0.867454,0.857919,0.999353
3.delete,137_2025_QH15_686549,0.15772284,0.62876773,0.813322,0.581295,0.050171,0.85398,0.851314,0.998909
3.delete,138_2025_QH15_686527,0.12971175,0.54063975,0.827722,0.534419,0.070169,0.874542,0.87967,0.998627
3.delete,139_2025_QH15_684512,0.13651551,0.55803695,0.816118,0.646811,0.053521,0.866019,0.867198,0.999741
3.delete,13_2022_QH15_490095,0.11954705,0.51409472,0.838261,0.531859,0.041023,0.87557,0.874484,0.999589
3.delete,13_2026_NQ-HDND_707807,0.19633308,0.56242707,0.799184,0.644763,0.08081,0.873289,0.893076,0.998303
3.delete,13_2026_NQ-HDND_709407,0.1806962,0.58321168,0.832983,0.702049,0.045106,0.891302,0.887628,0.99875
3.delete,13_2026_NQ-HDND_709751,0.31680704,0.68077295,0.8219,0.685316,0.035762,0.872831,0.874194,0.99953
3.delete,140_2025_QH15_675263,0.33586654,0.73923639,0.815499,0.642896,0.055589,0.860188,0.865292,0.999708
3.delete,140_NQ-CP_707328,0.17087787,0.55195284,0.825842,0.684661,0.056847,0.884373,0.889247,0.998527
3.delete,141_2025_QH15_686550,0.13390534,0.54792007,0.849886,0.670345,0.036583,0.884235,0.88537,0.996907
3.delete,141_NQ-CP_708014,0.19621985,0.57962529,0.815508,0.746186,0.039028,0.858184,0.874088,0.99936
3.delete,142_2025_QH15_675210,0.12376151,0.54592272,0.83943,0.290576,0.04783,0.890986,0.874343,0.99997
3.delete,143_2025_QH15_681550,0.13776692,0.53112509,0.793316,0.451953,0.073736,0.883106,0.881993,0.999877
3.delete,143_NQ-CP_709397,0.29188256,0.60784314,0.798764,0.695249,0.069415,0.859715,0.849266,0.969705
3.delete,144_2025_QH15_675260,0.12457838,0.52672135,0.842082,0.650017,0.040166,0.884599,0.885769,0.998832
3.delete,145_2025_QH15_684669,0.14042553,0.59519836,0.839136,0.7476,0.020927,0.869188,0.867262,0.999902
3.delete,146_2025_QH15_675259,0.12816518,0.56172693,0.8085,0.447711,0.065671,0.876846,0.880789,0.99998
3.delete,147_2025_QH15_675265,0.12582282,0.53927959,0.826894,0.520363,0.056231,0.873085,0.874814,0.999919
3.delete,148_2025_QH15_m_675262,0.13534417,0.59235567,0.840767,0.675025,0.024917,0.874137,0.871281,0.999634
